EXP_GENE,RT_GENE,CORR
ERVMER34-1,PLK1-rt,0.784360761766
FAM124B,PLK1-rt,0.784360761766
FAM46B,PLK1-rt,0.784360761766
FOXD3,PLK1-rt,0.784360761766
GLS2,PLK1-rt,0.784360761766
HHLA2,PLK1-rt,0.784360761766
HLA-DPB2,PLK1-rt,0.784360761766
HTR3A,PLK1-rt,0.784360761766
IDO1,PLK1-rt,0.784360761766
JARID2,PLK1-rt,0.784360761766
KCND2,PLK1-rt,0.784360761766
LCK,PLK1-rt,0.784360761766
LECT1,PLK1-rt,0.784360761766
POLR3G,PLK1-rt,0.784360761766
PPM1B,PLK1-rt,0.784360761766
PRDM14,PLK1-rt,0.784360761766
RASGRP2,PLK1-rt,0.784360761766
SEMG1,PLK1-rt,0.784360761766
SMPDL3B,PLK1-rt,0.784360761766
SNRPN,PLK1-rt,0.784360761766
UGP2,PLK1-rt,0.784360761766
USP44,PLK1-rt,0.784360761766
VASH2,PLK1-rt,0.784360761766
ZDHHC19,PLK1-rt,0.784360761766
ZNF398,PLK1-rt,0.784360761766
ZSCAN10,PLK1-rt,0.784360761766
AASS,PALB2-rt,0.771555354867
C12orf56,PALB2-rt,0.771555354867
CAPN11,PALB2-rt,0.771555354867
CHST4,PALB2-rt,0.771555354867
CPNE9,PALB2-rt,0.771555354867
CR2,PALB2-rt,0.771555354867
CYP2S1,PALB2-rt,0.771555354867
DNMT3B,PALB2-rt,0.771555354867
DPPA4,PALB2-rt,0.771555354867
EPHA1,PALB2-rt,0.771555354867
ERVMER34-1,PALB2-rt,0.771555354867
FAM124B,PALB2-rt,0.771555354867
FAM46B,PALB2-rt,0.771555354867
FOXD3,PALB2-rt,0.771555354867
GLS2,PALB2-rt,0.771555354867
HHLA2,PALB2-rt,0.771555354867
HLA-DPB2,PALB2-rt,0.771555354867
HTR3A,PALB2-rt,0.771555354867
